numero;nome_urna;estado_uf;partido;federacao;cargo;situacao
9061;FERNANDO FÉ;DF;PROS;Nenhuma;Deputado Federal;Deferido
2722;GONZAGA DA SAÚDE;DF;DC;Nenhuma;Deputado Federal;Deferido
2022;ANA PAULA BATISTA ;DF;PSC;Nenhuma;Deputado Federal;Deferido
7011;ELIED DA CABS;DF;AVANTE;Nenhuma;Deputado Federal;Deferido
1207;TÂNIA COÊLHO;DF;PDT;Nenhuma;Deputado Federal;Deferido
3677;SELMA DA CRIANÇA;DF;AGIR;Nenhuma;Deputado Federal;Deferido
33456;RENATA D AGUIAR;DF;PMN;Nenhuma;Deputado Distrital;Deferido
33010;CLEBINHO ESPORTE DA DEZ;DF;PMN;Nenhuma;Deputado Distrital;Deferido
33061;KLÁICYLA GRACE - KLAY;DF;PMN;Nenhuma;Deputado Distrital;Deferido
33211;MÔNICA D  AIDÊ;DF;PMN;Nenhuma;Deputado Distrital;Deferido
12180;MAYK MONTALVÃO;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12121;CLEO SAÚDE;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12444;NETO CADEIRANTE;DF;PDT;Nenhuma;Deputado Distrital;Deferido
29329;DAVID PUREZA;DF;PCO;Nenhuma;Deputado Distrital;Deferido
29129;CECÍLIA DOURADO;DF;PCO;Nenhuma;Deputado Distrital;Deferido
90180;FRAN MENDONÇA;DF;PROS;Nenhuma;Deputado Distrital;Deferido
35135;LUCIANO DA MANUTENÇÃO;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35222;MICHELINE REIS;DF;PMB;Nenhuma;Deputado Distrital;Deferido
44567;REBECA GUSMÃO;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44002;MÁRCIA GAMA;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
51456;LEANDRO HUNGRIA;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51762;ARY COUTINHO;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
23000;LÉO MATOS;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
23223;DATANIEL;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
45678;PROFESSOR NILSON;DF;PSDB;Federação PSDB Cidadania;Deputado Distrital;Deferido
45123;AGENILDO NERI;DF;PSDB;Federação PSDB Cidadania;Deputado Distrital;Deferido
45456;ROGÉRIO EDUARDO;DF;PSDB;Federação PSDB Cidadania;Deputado Distrital;Deferido
23023;EUGENIO MAGALHÃES;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
23888;BENEDITO DA VOZINHA;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
70789;GILVAN MACHO;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70800;SUED MOBILIDADE;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
10022;KELLY BOLSONARO;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10122;PR ANDRE MAURO;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10200;CARLOS CALHEIROS;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
40007;DARLEY AZULIM;DF;PSB;Nenhuma;Deputado Distrital;Deferido
40700;PERITO FABIO;DF;PSB;Nenhuma;Deputado Distrital;Deferido
40022;LUCAS LUZ;DF;PSB;Nenhuma;Deputado Distrital;Deferido
40888;RAISSA ROSSITER;DF;PSB;Nenhuma;Deputado Distrital;Deferido
20123;SARGENTO ELIOMAR RODRIGUES ;DF;PSC;Nenhuma;Deputado Distrital;Deferido
20444;PROFESSOR JACKSON;DF;PSC;Nenhuma;Deputado Distrital;Deferido
20111;RITA MOTA;DF;PSC;Nenhuma;Deputado Distrital;Deferido
36777;DEDÉ RORIZ;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36123;ETIENO O AGENTE DA SAÚDE;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36456;PROF GUEDES;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36333;WASHINGTON LUIZ LÍDER COMUNITÁ;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36900;JAQUELINE SILVA;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36222;VÂNIA GURGEL;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36591;CÉSAR RAMOS;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
55175;CARMEM SANTANA;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55456;LIPPE VIANA;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55500;ARILSON DE OLIVEIRA DA SAÚDE;DF;PSD;Nenhuma;Deputado Distrital;Deferido
15615;PROFESSOR JORDENES;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15061;LÍVIA SARAIVA;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15100;PROFESSOR DENILSON;DF;MDB;Nenhuma;Deputado Distrital;Deferido
77666;MARLY MEDEIROS;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77123;CHICO LOPES;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
50333;AIRY CLO DE MULHERES INDÍGENAS;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
19111;CLÁUDIA LAPA;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19999;MÁRCIA MARTINS;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19888;ÂNGELO LENZA (FPC);DF;PODE;Nenhuma;Deputado Distrital;Deferido
19333;CLAUDÃO DO GAMÃO;DF;PODE;Nenhuma;Deputado Distrital;Deferido
11011;PEPA;DF;PP;Nenhuma;Deputado Distrital;Deferido
11220;PASTOR ROLIM;DF;PP;Nenhuma;Deputado Distrital;Deferido
13180;COLETIVA SOMOS HELLEN FRIDA;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13456;LIMA;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13000;PROF LÊDA COLETIVE CHÃO;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13613;CRIS DO COLETIVAÇÃO;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13321;FATIMA ROLA;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
27111;SOLANGE HOLANDA;DF;DC;Nenhuma;Deputado Distrital;Deferido
27234;CEZAR MARIANO;DF;DC;Nenhuma;Deputado Distrital;Deferido
28111;DOUTOR SAULO;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28100;PASTORA ROSA RÊGO;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28888;ROBSON PALMA;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28123;SANDRA DO AGRO;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
30100;JOÃO D ARC ;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30303;LUIZ RAMOS ;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
16016;FRANCISCO TARGINO;DF;PSTU;Nenhuma;Deputado Distrital;Deferido
133;MARIANA ROSA;DF;PT;Federação Brasil da Esperança - FE BRASIL;1º Suplente;Deferido
270;VIRGILIO;DF;DC;Nenhuma;2º Suplente;Deferido
100;PASTOR EGMAR;DF;REPUBLICANOS;Nenhuma;2º Suplente;Deferido
27;LUCAS SALLES;DF;DC;Nenhuma;Governador;Deferido
777;HÉLIO JOSÉ;DF;SOLIDARIEDADE;Nenhuma;Senador;Indeferido
7722;HELIO CRUZ;DF;SOLIDARIEDADE;Nenhuma;Deputado Federal;Indeferido
51001;GIZELE CARVALHO;DF;PATRIOTA;Nenhuma;Deputado Distrital;Indeferido
14051;JOAO PESCOCINHO;DF;PTB;Nenhuma;Deputado Distrital;Indeferido
1555;ZÉLIO MAIA;DF;MDB;Nenhuma;Deputado Federal;Indeferido
5152;DR MARCELO ARTIAGA;DF;PATRIOTA;Nenhuma;Deputado Federal;Indeferido
9000;RIVÂNIA DA AIDÊ;DF;PROS;Nenhuma;Deputado Federal;Indeferido
90001;IRCLEY OLIVEIRA;DF;PROS;Nenhuma;Deputado Distrital;Indeferido
45555;KARLA VINHAS;DF;PSDB;Federação PSDB Cidadania;Deputado Distrital;Indeferido
23789;DAIANE DOS SANTOS;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Indeferido
22190;ANGÉLICA KATE MARRONE;DF;PL;Nenhuma;Deputado Distrital;Indeferido
142;MARCELO HIPÓLITO;DF;PTB;Nenhuma;Senador;Deferido
100;DAMARES ALVES;DF;REPUBLICANOS;Nenhuma;Senador;Deferido
1161;CARINA SALES;DF;PP;Nenhuma;Deputado Federal;Deferido
1111;RONEY NEMER;DF;PP;Nenhuma;Deputado Federal;Deferido
3066;JORGE RUIZ;DF;NOVO;Nenhuma;Deputado Federal;Deferido
4077;PROFESSOR ISRAEL;DF;PSB;Nenhuma;Deputado Federal;Deferido
1567;CAROL MOURÃO DOS ANIMAIS;DF;MDB;Nenhuma;Deputado Federal;Deferido
5088;MADU MULHERES DE TODAS LUTAS;DF;PSOL;Federação PSOL REDE;Deputado Federal;Deferido
1331;ERIKA KOKAY;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Federal;Deferido
3345;MARIA ROSA MARINO;DF;PMN;Nenhuma;Deputado Federal;Deferido
3377;ANA CHACEL;DF;PMN;Nenhuma;Deputado Federal;Deferido
3300;D SOUSA;DF;PMN;Nenhuma;Deputado Federal;Deferido
2311;LEANDRO LIRA;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Federal;Deferido
7777;RODOLPHO HOTH HOTH;DF;SOLIDARIEDADE;Nenhuma;Deputado Federal;Deferido
1920;GENERAL PAULO CHAGAS;DF;PODE;Nenhuma;Deputado Federal;Deferido
5107;DANIELA CINTRA;DF;PATRIOTA;Nenhuma;Deputado Federal;Deferido
5118;ÍNDIA PATIRA;DF;PATRIOTA;Nenhuma;Deputado Federal;Deferido
5555;ANDRÉ KUBITSCHEK;DF;PSD;Nenhuma;Deputado Federal;Deferido
2777;IVONE LOPES;DF;DC;Nenhuma;Deputado Federal;Deferido
2717;SEBAH SANTANA;DF;DC;Nenhuma;Deputado Federal;Deferido
2799;MAJOR SOUZA;DF;DC;Nenhuma;Deputado Federal;Deferido
2099;SARGENTO PAULO ROBERTO;DF;PSC;Nenhuma;Deputado Federal;Deferido
1441;IRACEMA DURÃO;DF;PTB;Nenhuma;Deputado Federal;Deferido
7033;GISELLE RHAYLLA ESTRUTURAL;DF;AVANTE;Nenhuma;Deputado Federal;Deferido
1277;MAX PANTOJA;DF;PDT;Nenhuma;Deputado Federal;Deferido
3636;TENENTE FELIZARDO;DF;AGIR;Nenhuma;Deputado Federal;Deferido
33156;SIMONE MAGALHÃES;DF;PMN;Nenhuma;Deputado Distrital;Deferido
12120;BARBY;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12012;CRISTIANO LUZ;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12333;DIEGO TELES;DF;PDT;Nenhuma;Deputado Distrital;Deferido
90444;HELENA CANTANHEDE;DF;PROS;Nenhuma;Deputado Distrital;Deferido
90222;BERINALDO PONTES;DF;PROS;Nenhuma;Deputado Distrital;Deferido
90391;PASTOR OMAR;DF;PROS;Nenhuma;Deputado Distrital;Deferido
90901;ISMAR CARVALHO;DF;PROS;Nenhuma;Deputado Distrital;Deferido
35333;VANDA LAGO;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35121;CHRISTIANA INOCÊNCIO;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35180;JAIRO FELIX;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35055;IRIS DO CÉU;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35007;ZAINER DA MOTA;DF;PMB;Nenhuma;Deputado Distrital;Deferido
44144;HAMILTON TATU;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44244;OLAIR FRANCISCO;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44333;PROFESSOR PACCO;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44444;PEDRO IVO;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44111;VANUSA LOPES;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44566;MARIA ABADIA;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
51533;ALCIONE FERNANDES;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51000;MEU NUTRI;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51022;RENATO BATISTA;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51512;COUBERT BRAZ;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
23123;CLAUDECI LUART;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
70123;WILSON AMIGÃO;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70999;BISPO VIEIRA REIS;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70269;MARIANA SIQUEIRA SURDA;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
10177;TOCCOLINI;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10762;CORONEL REGINA;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
22193;ROOSEVELT VILELA;DF;PL;Nenhuma;Deputado Distrital;Deferido
22389;COMANDANTE GENILSON;DF;PL;Nenhuma;Deputado Distrital;Deferido
40015;PROFESSORA ANA ÉLEN;DF;PSB;Nenhuma;Deputado Distrital;Deferido
40100;SANTOS DO POVO;DF;PSB;Nenhuma;Deputado Distrital;Deferido
20500;ROGERIO BAN BAN;DF;PSC;Nenhuma;Deputado Distrital;Deferido
20017;HALAND GUILARDE;DF;PSC;Nenhuma;Deputado Distrital;Deferido
36000;GOUDIM;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36888;DRA SULA;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36200;RENAN JUNIOR;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
14100;ERICKA FILIPPELLI;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14222;SIMONE PIMENTEL;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14333;SGT SUERLANDIO  O SR DAS ARMAS;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14777;CATARINA LIMA;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14321;NAYARA SOARES;DF;PTB;Nenhuma;Deputado Distrital;Deferido
55011;PRISCILLA MARTINS;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55111;NARCISIO DOURADO;DF;PSD;Nenhuma;Deputado Distrital;Deferido
15555;VANESSA MENDONÇA;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15678;WASHINGTON MESQUITA;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15123;WELLINGTON LUIZ ;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15111;RISOMAR;DF;MDB;Nenhuma;Deputado Distrital;Deferido
77193;WAGNER GONÇALVES - JACA;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77770;SÉRGIO DE OLIVEIRA SORP;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77191;DEUSINHA DE OTÁVIA;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77100;BLENDA LARA;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
18088;VANESSA DE SALLES E RAÍZES;DF;REDE;Federação PSOL REDE;Deputado Distrital;Deferido
18180;CALINA LÍGIA;DF;REDE;Federação PSOL REDE;Deputado Distrital;Deferido
50000;SUSANA XAVIER - DONAS;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
50160;ÂNGELO BALBINO;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
19777;RANNA CARLA;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19100;TIO CLAYTINHO;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19300;CLÁUDIA VIRGÍNIA;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19700;ALEX GALVÃO;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19197;PROFESSORA MICHELLE VALÉRIA;DF;PODE;Nenhuma;Deputado Distrital;Deferido
11120;CRISTINA BOLSONARO;DF;PP;Nenhuma;Deputado Distrital;Deferido
11444;IRIS;DF;PP;Nenhuma;Deputado Distrital;Deferido
11311;RICARDO GROSSI;DF;PP;Nenhuma;Deputado Distrital;Deferido
11111;MÔNIA ANDRADE;DF;PP;Nenhuma;Deputado Distrital;Deferido
43061;MARIANA ALMADA;DF;PV;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
27278;PASTOR FÁBIO;DF;DC;Nenhuma;Deputado Distrital;Deferido
27999;HELTON MARQUES;DF;DC;Nenhuma;Deputado Distrital;Deferido
28281;REGINALDO JARBAS;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28800;NENA BRAZ;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28001;NILSON PIRES;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28022;JOAQUIM GOMES;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
30230;DR. VITOR BITTENCOURT;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30001;DR. GETÚLIO;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30222;PEDRO PAULO DO NOVO;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
222;PASTORE;DF;MDB;Nenhuma;1º Suplente;Deferido
222;PROFESSOR GODOFREDO;DF;PL;Nenhuma;2º Suplente;Deferido
43;OLGAMIR AMANCIA;DF;PC do B;Federação Brasil da Esperança - FE BRASIL;Vice-Governador;Deferido
9022;CHICO CRUVINEL;DF;PROS;Nenhuma;Deputado Federal;Indeferido
29;MAURO MOURA;DF;PCO;Nenhuma;Vice-Governador;Indeferido
9055;DONNY SILVA;DF;PROS;Nenhuma;Deputado Federal;Indeferido
9023;BETHANIA KELLY;DF;PROS;Nenhuma;Deputado Federal;Indeferido
70444;VITOR ANDRADE;DF;AVANTE;Nenhuma;Deputado Distrital;Indeferido
19200;ADÉLIA FREJAT;DF;PODE;Nenhuma;Deputado Distrital;Indeferido
456;PROFESSORA JÔ LIRA;DF;PSDB;Federação PSDB Cidadania;1º Suplente;Indeferido
142;REGINALDO PEREIRA;DF;PTB;Nenhuma;1º Suplente;Indeferido
555;WEBER MAGALHÃES;DF;PSD;Nenhuma;2º Suplente;Indeferido
2211;CHEF VINÍCIUS ROSSIGNOLI;DF;PL;Nenhuma;Deputado Federal;Deferido
2233;RAFAEL SAMPAIO ;DF;PL;Nenhuma;Deputado Federal;Deferido
4017;JAPÃO VIELA;DF;PSB;Nenhuma;Deputado Federal;Deferido
6565;ANA PRESTES;DF;PC do B;Federação Brasil da Esperança - FE BRASIL;Deputado Federal;Deferido
3310;SARGENTO MONICA VITORIA;DF;PMN;Nenhuma;Deputado Federal;Deferido
3313;PROFESSOR JOÃO;DF;PMN;Nenhuma;Deputado Federal;Deferido
2324;MARI VALENTIM;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Federal;Deferido
2325;LIDIANE MORAES;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Federal;Deferido
4500;KARLA VINHAS;DF;PSDB;Federação PSDB Cidadania;Deputado Federal;Deferido
7761;WILMA MENEZES;DF;SOLIDARIEDADE;Nenhuma;Deputado Federal;Deferido
8080;CAIO SAD;DF;UP;Nenhuma;Deputado Federal;Deferido
4440;MARIA COSTA;DF;UNIÃO;Nenhuma;Deputado Federal;Deferido
4411;FLÁVIO WERNECK;DF;UNIÃO;Nenhuma;Deputado Federal;Deferido
4422;FADI FARAJ;DF;UNIÃO;Nenhuma;Deputado Federal;Deferido
1979;PAULO LIMA;DF;PODE;Nenhuma;Deputado Federal;Deferido
1000;PROFESSOR PAULO FERNANDO;DF;REPUBLICANOS;Nenhuma;Deputado Federal;Deferido
2939;ANA SCHRAMM;DF;PCO;Nenhuma;Deputado Federal;Deferido
5125;DANIELLE CRISTHIE;DF;PATRIOTA;Nenhuma;Deputado Federal;Deferido
5561;VIRGILIO NETO;DF;PSD;Nenhuma;Deputado Federal;Deferido
5522;CORONEL CHARLES MAGALHÃES;DF;PSD;Nenhuma;Deputado Federal;Deferido
2077;SARGENTO NAZÁRIO;DF;PSC;Nenhuma;Deputado Federal;Deferido
1414;MARCOS MIRANDA;DF;PTB;Nenhuma;Deputado Federal;Deferido
1422;IVONE LUZARDO;DF;PTB;Nenhuma;Deputado Federal;Deferido
7026;LUIZ VINTE SEIS DE SETEMBRO;DF;AVANTE;Nenhuma;Deputado Federal;Deferido
33400;LULO SENA;DF;PMN;Nenhuma;Deputado Distrital;Deferido
33077;SARGENTO GUTENBERG;DF;PMN;Nenhuma;Deputado Distrital;Deferido
33193;ALAN VALIM;DF;PMN;Nenhuma;Deputado Distrital;Deferido
12116;ZULMIRA INÊS;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12666;SAMUEL DO ALUGUEL;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12111;FRANCISCA CÔRTE;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12300;ZAQUEU BRAGA;DF;PDT;Nenhuma;Deputado Distrital;Deferido
29229;NEUDER BASTOS;DF;PCO;Nenhuma;Deputado Distrital;Deferido
90762;CLARA DE ÁGUAS CLARAS;DF;PROS;Nenhuma;Deputado Distrital;Deferido
90777;VIVIAN NOGUEIRA;DF;PROS;Nenhuma;Deputado Distrital;Deferido
90555;LUCIANO VIGILANTE;DF;PROS;Nenhuma;Deputado Distrital;Deferido
35100;KYARA ZARUTY;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35444;SUBTENENTE ANTONIO;DF;PMB;Nenhuma;Deputado Distrital;Deferido
44007;JORGE TAVARES;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44555;JOÃO RENATO;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44777;ALLAN FREIRE;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44001;ALBENES DO ATLETISMO;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44188;PROFESSOR LACERDA;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44193;MARCELO BATISTA;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
51010;SGT BRUNA;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51234;ADRIANA FARIA;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51999;LENNON;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51025;DANY MARAVILHA;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
51151;DR EUFRASIO;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
23999;PASTOR IZAEL DAMÁZIO;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
23005;ROSINHA VIVEIROS;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
45026;MIGUEL DA 26;DF;PSDB;Federação PSDB Cidadania;Deputado Distrital;Deferido
23987;MARCOS SABÓIA;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
70070;PACO BRITTO;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70321;WALTER MARCELO;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70888;JOAO CARDOSO PROFESSOR AUDITOR;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70400;JOAB SANTA LUZIA E ESTRUTURAL;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
10987;DÉBORA GLAMUROSA;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10221;RACHEL HERINGER;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10000;MARCELO TRATOR;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
22631;ELAINE OLIVEIRA;DF;PL;Nenhuma;Deputado Distrital;Deferido
10333;ALZIRA FOLHA;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10001;PROF. LEONARDO MIRANDA;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10193;CORONEL SOLANGE;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10010;ROGÉRIO PADILHA;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
22373;INÊS ARMAND;DF;PL;Nenhuma;Deputado Distrital;Deferido
40400;RODRIGO DIAS;DF;PSB;Nenhuma;Deputado Distrital;Deferido
40061;MUCIO;DF;PSB;Nenhuma;Deputado Distrital;Deferido
20020;ADA SILVA;DF;PSC;Nenhuma;Deputado Distrital;Deferido
20100;ARNALDO FILHO;DF;PSC;Nenhuma;Deputado Distrital;Deferido
20888;CAPITÃO MEDEIROS;DF;PSC;Nenhuma;Deputado Distrital;Deferido
36136;ALEXANDRE YANEZ;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36800;OSÉIAS RIBEIRO;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
36379;RAVAN LEÃO;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
14144;EVA FERNANDES;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14123;PAULO RORIZ;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14999;KLERYSSON CERRADO IN FOCO;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14563;ARAUJO FILHO;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14193;SARGENTO PATROCINIO;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14190;AILTON MIRANDA;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14007;ILSON WALTER;DF;PTB;Nenhuma;Deputado Distrital;Deferido
55777;JAPA DA BIKE;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55678;ESTEFANE O CABEÇA BRANCA;DF;PSD;Nenhuma;Deputado Distrital;Deferido
15133;GUSTAVO AIRES;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15180;SUZI BITENCOURT;DF;MDB;Nenhuma;Deputado Distrital;Deferido
77190;TEN. DANIEL BRANDÃO;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77713;CLAUDIA IDEANE;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77677;ANGELINA JOLIE;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77727;EDNA BORGES;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77222;DR SAMI YASSINE;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77089;TIO LUIZ;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
50044;TALITA VICTOR;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
19220;YAGO RODRIGUES;DF;PODE;Nenhuma;Deputado Distrital;Deferido
11223;ANDREA VIEIRA;DF;PP;Nenhuma;Deputado Distrital;Deferido
11190;ESTEVÃO REIS;DF;PP;Nenhuma;Deputado Distrital;Deferido
11456;JUAREZ JUNIOR;DF;PP;Nenhuma;Deputado Distrital;Deferido
11124;LUIZA MARIA ;DF;PP;Nenhuma;Deputado Distrital;Deferido
11033;JULIO CEZAR;DF;PP;Nenhuma;Deputado Distrital;Deferido
13013;RICARDO VALE;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
43333;SANDRA PALMEIRA;DF;PV;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
